costo_real,costo_predicho
2894.59,3140.17251873309
1748.24,1689.0219807900437
534.72,484.2014060628011
1243.42,1251.179414503397
486.71,403.38673887627994
1288.52,1993.42351833402
919.51,960.6088833333328
854.47,1410.1976594444445
4659.31,5154.601341071428
5008.38,6548.418468236719
618.87,326.13817572091506
2094.39,2935.7432981699008
218.33,286.22692478731614
128.88,248.47048806746426
3255.37,2910.9709894775956
298.81,363.6070249878033
7675.06,9110.90929321495
140.99,184.93534993691782
6339.35,7541.800101498569
722.77,671.4588810394666
1962.92,2177.2692876622173
674.25,744.9612788445063
511.16,493.6210216666667
7609.89,6655.769295082314
6699.71,8643.903175841488
3179.68,3063.317328214416
418.43,594.9647405498732
598.02,545.9190081886384
49.98,97.90293249331324
2621.49,2877.311199182744
3521.34,4044.783408809526
349.75,442.0413593753547
2292.01,1903.8991346186478
1973.65,1951.3874211255354
13.98,77.71027073176487
969.61,1065.3979937393167
1361.24,1514.28266228403
2595.15,2891.0717694176356
743.39,1120.0895299541144
1333.14,898.1698599799433
346.07,540.0519852929524
610.48,400.0838054208205
360.03,428.67020741864644
302.34,279.4414545346697
721.73,450.0386318322233
127.62,111.79557911235139
5768.37,5739.167735793005
297.61,343.74230560857205
336.87,314.67650248648437
908.79,840.0478500000005
609.72,536.6785538183414
23.23,48.139269174056835
1799.54,2255.7413211177586
1372.9,988.3396989243914
2864.64,3062.11710020351
192.15,312.29459401058125
391.75,353.96155060968573
1027.87,1056.574819805195
263.67,272.09392374460793
555.56,322.7455875897547
3566.06,2495.694640819898
335.94,282.05994765017215
569.94,620.284882142857
319.39,280.30097271946545
734.48,527.2514919319786
444.63,417.7360650561022
2307.6,3188.7309804924366
5054.94,4649.480425457679
378.51,319.10083027256246
382.76,287.5560572714169
86.5,151.08944156592835
614.49,464.2905201935275
278.89,214.29476324369455
2103.56,2481.0720311898745
116.98,102.22005010250899
1112.62,1158.4396800000004
357.69,387.6642684189391
828.73,938.9783221262069
611.45,427.08951052554386
573.52,341.7506555615811
1524.35,959.2711573558147
4823.25,5907.42046760973
152.34,184.67991659523804
516.44,977.8874643461277
10428.71,15102.631925000002
160.36,140.74930361102935
490.03,627.4038419805192
265.2,289.6340898907133
441.12,512.5616754673498
1237.9,1448.4484248348306
3386.85,2556.801257561663
2671.35,2624.3256155028666
934.82,526.4788148512708
5130.3,4706.991383508088
2635.74,2660.915342794652
4367.62,5196.539635405492
619.4,763.8540616509788
1297.91,1619.3610987603927
307.44,296.99830630450396
358.03,482.72127134785643
161.69,297.89704406469644
20.44,86.12934087480359
36.06,138.05721122180734
110.65,170.23921910298031
817.96,709.2052000000002
1114.55,1209.5957303030136
6901.06,6314.514627555287
5863.91,6638.564819790024
321.73,410.44006827947845
637.82,527.8389901863378
451.15,551.3312023393577
874.85,1084.0535051736101
4229.27,4659.624449077861
229.39,344.7409034299172
881.59,1119.360207938787
257.14,304.11145716450204
151.78,162.21565271062278
2276.89,3321.5299384536866
2216.99,1728.4537469540664
84.95,104.97642481855381
110.09,76.5303295030809
732.89,607.6506444444444
1073.62,1334.6651291487171
487.44,716.8225399891775
4138.83,5010.686339006615
154.56,292.2286489749728
209.38,316.74803785780017
66.01,81.82398761578355
1690.29,1835.5198683166068
7987.39,8049.477114131808
296.91,502.50528076674317
293.29,321.5009321247158
196.48,191.2536283515418
474.91,433.6855299999999
6688.81,6795.267721085867
2043.98,2084.6437599056667
556.29,1260.5728149610725
4800.82,5371.830016074778
3861.8,3647.918100507527
420.82,288.2719200677493
1490.68,1162.5654372486767
4556.32,4285.995290271949
518.95,476.8561068587618
3093.89,2604.796728468037
4698.17,4763.443188978157
142.81,328.6260335141388
193.66,234.97424874664145
1112.68,1154.793210205666
1938.62,1786.2490952380956
768.17,900.9335689044871
3125.98,2875.4421154040356
277.68,252.09623673085568
1207.65,1150.1149963015541
2489.87,2136.781630487012
2449.98,2090.475806099829
9813.76,7506.8829045691
90.02,136.1994134024508
1162.25,847.0280878720581
3092.03,4100.5200039751435
700.96,536.4230592105991
5816.73,5148.401185434676
1110.89,1301.1149402332533
5916.56,6437.8467015783035
12219.62,9730.711799999994
12606.31,10853.292745979588
1907.67,1492.3818738095233
83.48,88.94715395702356
933.87,744.8036671329885
1805.12,2354.7143727272705
653.66,477.3018856947802
192.6,378.970641955747
295.99,312.189696539645
15232.52,12587.092653500387
569.14,668.6229538793798
5332.64,5384.871533181714
4378.04,4093.642031150797
3202.8,3445.958929503736
627.21,696.6107707775415
1056.65,1101.443166666667
12.35,89.90240466616538
356.05,300.38210573324085
828.5,795.5866418563792
1024.46,1011.346540309017
11495.96,15009.65131232405
178.42,378.9296984903256
692.14,788.9260958469324
299.59,512.4398402150302
857.22,828.1100734379793
601.1,655.5223052380956
4472.35,3527.4537550657765
295.48,259.1874341961041
3317.31,3360.8405959261586
5509.14,6629.305281442673
2422.75,1830.4034119970001
711.56,553.8098266154212
65.03,101.73811594009523
62.03,131.75915271037712
393.16,515.1658011979035
3108.64,2783.5434265358726
649.41,766.104412048195
315.58,584.0700474650347
123.36,372.3614491590847
6136.63,8455.958938969452
997.17,728.7609128165442
142.48,283.66935399473743
3938.49,3686.3624179618078
13.87,75.91763163003334
650.48,562.5680314100734
6052.27,4118.611440335089
4965.1,4842.705685657461
1621.43,2166.9462797956066
659.37,604.756562459298
1002.93,387.7519939875511
1320.35,1972.0972330586083
253.36,323.13775853209916
75.88,288.24163484907757
576.7,590.0653843964253
1301.21,1099.7145186434163
433.25,389.84643205478767
3397.33,4773.117862164772
803.8,888.7870921900318
1037.53,961.1437973875188
1247.01,1170.7273277777776
516.66,446.4017408207776
18.63,55.646206424815006
457.72,411.7765402152497
906.5,660.8148340134767
172.46,202.31524659275016
16.69,77.88644940051023
928.04,807.7136499382478
4634.87,5241.815406514651
1416.4,1469.3477862809427
123.01,179.513531963788
58.27,93.41554975511065
953.5,1190.3885689089313
349.09,68.41037556896426
320.9,387.6278120201877
3798.01,4526.547274488553
10661.6,9359.577875799743
3512.99,2990.3514195664097
1524.46,1653.1411561629363
2827.2,2799.415561776962
423.52,343.6188053793618
3904.13,4836.883368346386
3086.08,3360.142402828261
625.4,897.7890214753957
4720.52,4835.273728132576
2391.41,3077.281583034143
462.89,491.64955370392795
3854.41,3612.838596857702
169.93,401.87938791419344
528.55,576.6807444860184
4277.51,3426.0957571328145
913.68,937.961292482599
1011.05,1030.362178255187
42.34,87.18373234082146
344.16,325.2611249478777
278.49,217.70463705296416
4582.74,4319.38921911664
2440.09,2577.502941989947
6810.36,5802.329476934403
270.0,282.522865240311
730.91,1072.5500511111104
1316.93,1180.178079470958
103.22,301.783368627866
263.16,329.4067535718664
1667.49,2366.5552357142865
9.68,70.48277287336539
8049.8,8281.6128777985
269.1,574.041110411511
5390.22,5327.742416267891
637.82,1079.2551365612321
494.7,666.3487496545122
881.28,1235.122507301588
338.2,479.4831072435238
6831.59,8051.221263506495
1502.96,1622.2519362966093
3475.55,3370.74380366656
435.97,442.32188579099187
4796.3,4796.5997511563
8014.94,8857.442204285713
274.38,257.60110839295396
15.91,90.55096491991073
1522.72,1437.774893809524
113.98,262.241197001233
158.4,66.52856502337073
6564.05,5611.867219337491
77.51,68.71248478971604
2465.09,2300.6835323699356
582.08,775.1907614791824
7806.51,8770.0126911914
3431.67,2982.014842803763
2298.05,1731.1619777777776
286.27,341.2448290756984
1018.53,1523.269749969381
1725.73,1220.3166204399704
3686.6,3789.3570393921987
6609.97,5438.972388156174
6654.39,5531.651102269143
73.45,190.63204565638586
2483.96,2660.7247328197404
308.66,432.6040759806801
3455.94,2939.501258046539
357.6,306.0765078709847
88.79,69.7591929298063
43.07,83.19923211954509
150.13,77.52855014122667
231.81,233.03516436532823
1186.53,987.3599632675999
313.4,321.3831111489898
1437.36,763.9384517532465
529.35,556.8214696063968
7669.63,6812.729769263904
3546.04,3213.0528024913738
933.3,710.8402461983314
25.51,86.01195781737489
325.51,313.83790494152186
843.07,622.6651000888029
1948.31,1839.393410520493
417.0,305.525623993709
151.55,133.69219827332552
7798.36,9969.719497784896
844.32,912.6815166666669
1396.94,1210.6366079771474
10895.99,11421.662057651905
527.43,500.47560000000044
2160.06,2230.496920157701
3453.05,3655.0223495913538
103.19,76.64757323156722
2278.34,2324.0520279795815
72.48,102.42683848221772
2102.69,1662.5762333333341
418.85,331.3291607955001
119.11,283.88920754648626
635.68,649.4954803510252
4792.92,6275.982779583656
499.33,92.86853318006064
570.39,390.1926308570705
198.02,156.46966989505393
18842.69,19764.24319999999
5410.3,7309.098900374554
892.84,733.9330457376398
995.78,1019.7974238528145
1613.22,1394.249150337611
213.6,268.08392822708515
391.04,382.7650496279662
1087.27,1013.708515375719
687.47,771.2663054939618
368.42,357.72705192610835
209.65,348.13774760697515
805.39,757.6836600666857
228.81,333.8924367657373
1744.71,2155.2128172373045
12545.7,14116.86143528646
427.34,369.6113803021061
3190.0,4257.590198137252
21.88,74.59289127513925
1063.49,984.7649200378271
3277.82,3563.866786370208
9018.69,9134.009993748916
1095.98,1097.362226836107
928.62,1225.6934627390597
3885.05,3239.397104906664
12870.83,11041.010250549449
1388.53,1538.9692581159788
910.05,993.5042124610773
183.36,104.79692031905556
330.69,277.6947671580545
2102.38,1620.6157261904764
372.49,586.9894379472541
562.19,736.8641407064891
606.47,537.6489802811851
197.2,287.25325108609076
102.08,139.02212832056966
803.78,890.5021251430678
1931.85,1830.014664360211
4497.58,4515.933618844722
3427.36,4396.98884664072
1596.69,1282.1718553785101
418.51,375.26906936946716
1812.47,1315.3683938021518
604.85,534.6340396451848
985.75,765.8707800126126
33.8,81.90684599336728
2626.46,3895.2497486739885
1457.21,1510.3228683165623
4467.72,6166.197036196676
3891.08,4009.4642807137107
233.4,330.2679778970603
249.62,427.48586376473764
210.89,280.6390419734998
1161.79,1715.687985095257
431.52,366.53497410576915
2376.68,2552.9859901190484
1118.08,1576.1160174350578
18.69,68.4379317406193
235.38,297.6596848849494
4989.49,5500.3310586573425
1183.86,1226.1563124255229
805.03,695.7476772744172
407.14,262.1509127406104
227.68,267.39098754531767
1053.13,1043.9840994129245
36.08,79.34301729555763
146.3,286.397659416648
298.73,248.09882937898416
782.1,946.5181804895384
3363.16,2983.735577113601
203.54,315.32991896276576
262.88,348.7642890645169
7239.01,10042.429569246277
1145.31,1306.6580665413273
1410.58,1726.2870110389604
5723.1,7243.588774727192
1613.65,1976.5946437326136
595.06,791.3525975213676
1037.33,1030.8491218539855
400.96,287.6966677218501
91.37,176.36176872213912
7667.82,7079.225644902422
384.28,317.94745736792925
6346.26,4472.772189410037
4388.36,4645.835178696928
7225.05,5768.281642865299
11839.75,9212.505520900795
975.94,1013.1272630568551
340.04,442.82906273376614
2961.48,4722.46938018057
32.1,66.9336820697981
354.67,449.17993446517045
761.48,740.4600350746964
917.07,1052.624610555556
2060.58,2451.9828065614356
3993.75,3226.9101194152527
2639.7,3196.6150333333317
485.28,398.9977466843562
5661.93,7581.217764921093
243.12,307.4959086308656
723.13,877.6700729509384
118.93,162.46075177987987
26.86,57.13404687246888
2457.27,2573.050639194138
721.08,297.88255384805666
131.48,346.4120292679096
620.33,443.93946848274385
2306.44,2340.887220243097
2332.32,2233.7922520126767
3247.22,3400.125165849354
1652.39,1354.1917303622054
5741.2,5523.639755278736
1132.16,1336.2527265873014
1212.37,1142.8541535766901
757.27,725.2410687632333
4734.7,4910.149480313694
17.71,62.36480654150929
381.44,289.37270309835014
152.45,170.2352297304255
89.31,89.31583732471766
13081.22,10877.34525980398
447.31,375.17154152962416
857.14,923.588343057192
187.41,155.90038891776908
526.49,442.2460906085702
8337.26,8496.634089433423
248.16,319.2941366445886
7773.81,6912.459786759369
773.48,703.5462433300635
1998.03,1459.9762272860064
676.08,650.5252210719294
2128.13,1830.1757188004083
3199.19,2539.5478677582123
712.19,370.82469137277747
194.69,244.10323417550026
866.51,756.0906903508768
4643.48,3750.5586678876693
3059.97,2827.326875166393
8422.91,5859.612799999998
4987.29,4175.441011017811
124.39,280.7066218697549
1722.05,1823.4004038095236
29.28,63.3149588357818
1124.94,920.8545109287192
422.74,526.5893791666668
3502.01,4760.764332535042
596.4,739.3886289845982
1071.08,963.3071858437957
9.58,83.8361397445592
798.58,422.95532208968984
1276.64,1415.4660851843953
1306.04,706.5536410019939
123.59,325.8790411321072
532.12,659.9101443891823
195.3,174.8075730306474
98.67,110.13001709218881
197.74,229.6287996749266
184.97,374.48222791567935
3464.07,4327.317247554114
77.58,59.80836606146679
1440.41,2137.0853914997356
546.59,347.239827092592
881.01,624.2609927584671
2521.54,2472.9787045833323
2478.72,2222.9360264792263
352.67,554.4604150000002
2038.97,1869.0707326611653
115.3,113.51851216660447
644.4,491.6814720470061
453.11,393.79164683157586
6096.63,6973.325101044717
336.82,310.17411544503017
650.24,658.0383926517438
140.18,274.7589686563526
369.77,463.0604966666665
500.56,632.7908109454336
9.81,98.51498603728083
739.56,711.3825791645853
780.98,692.1071500000002
227.93,327.72941987439424
647.84,491.71738365995407
6430.72,5391.646740909092
573.56,475.74591761521805
179.59,87.45991624159947
1232.31,1161.6004133333336
5359.37,4413.515985252341
7350.0,8529.922559361317
34.51,112.85058328498248
284.43,270.3846350481433
1173.25,800.8337909161434
623.15,332.7921471343579
736.86,941.1607776342385
943.74,1145.4654351223967
32.67,66.56967211121452
9.4,42.34509470177759
445.75,515.845794167067
3320.79,3134.8982264285714
193.29,354.11293392556576
338.82,362.09430675520184
233.93,291.6357521698432
1409.01,1401.33807086478
12.3,41.74192180087824
432.29,601.7758830208932
1440.61,934.6526010739507
1830.85,1713.3516405510084
210.25,308.3731290535032
404.4,458.646410148871
5875.21,9467.06648416972
620.94,756.6736527607106
344.74,254.96550096537695
847.01,835.861169487861
2129.01,1999.913510518638
2145.75,2164.1979307142856
3875.74,3481.8393551652402
5173.53,4800.567692359167
388.56,466.9826521006201
638.23,1007.9359333333337
5922.02,5827.286681045971
258.36,371.5334034666287
640.11,849.8324728877665
480.28,472.88270464753737
4979.5,6108.046998037179
1237.4,1280.5377932767763
369.99,407.2309304161999
6424.32,6854.665232092874
6485.79,4946.192414412992
1584.83,1857.08894016095
2078.22,1955.579173788894
147.25,168.83158584259047
677.36,531.5180236320444
1049.23,1110.9294540729484
12.07,73.25098419054629
768.65,833.9046654846634
3343.99,4017.051836024654
4216.53,3852.6501515352847
2549.67,3181.6197224206453
742.22,1044.8937820151905
3740.83,4110.1643315199
199.68,339.42702995717997
1440.68,1337.125984491342
3819.73,4447.563361947231
273.06,324.5388083299705
9227.82,9336.48709234698
287.76,361.1376292717446
316.51,343.6672411731253
1728.72,1210.2396614712322
252.06,312.85688474581025
2694.18,3125.3848308899846
674.95,421.9382615155701
560.65,415.70555597100275
7635.57,8059.870021428567
3456.78,3185.1341002032236
97.48,102.1483898258925
181.35,244.910011677073
5057.59,5438.9345362413915
5985.12,5163.317988550212
66.44,119.7701608045352
5920.49,7866.130219842173
86.79,99.33383032975703
510.4,426.86206639463586
493.91,566.9022464316367
186.77,301.2955556282704
195.91,181.10542270310904
3323.46,5072.859805120572
6467.31,7784.042058621361
672.48,649.0694550116551
658.81,838.577274755122
674.17,1192.691370766556
220.06,290.03046105820545
6265.65,8626.42416460788
897.39,894.871614285714
414.93,392.6750255761531
5281.87,4640.056599816599
4484.79,4625.70886760606
12673.98,12629.31769541662
318.05,434.7353783893993
3255.43,3136.8540342965366
280.37,308.52041951751374
54.62,60.69692253766035
435.87,432.5376826510566
744.86,986.2969832034423
13.91,69.57473532313374
6106.34,6188.661333510973
379.7,332.8863898668145
243.96,110.03837499416626
4945.35,5162.600084327298
87.32,56.45866286820557
19.99,62.01363375624711
1731.93,1975.3313941773533
274.11,336.4563664219293
114.49,208.63666296538955
451.53,292.67993652265335
77.47,88.34010253997764
376.81,525.2385198444285
164.98,288.290653901726
4348.68,5197.994024627594
719.76,631.380270738544
283.1,382.68309272727544
423.58,417.39384994989535
1893.63,1882.4080257717214
5210.53,4726.346401213025
666.52,512.6479147136663
3423.11,2867.604049016649
290.95,407.7833571976366
446.79,659.7889312739884
118.74,283.3753061710411
1563.99,886.5005755284566
2557.21,2250.5483115059437
2603.68,2074.8346664515466
7907.31,5534.909492936509
472.3,483.5966066853174
7970.64,6438.048823869729
267.2,393.1258226207448
51.57,108.1726465754753
1118.12,1182.591904054256
155.51,313.0938967319793
7646.73,7155.861630360805
354.15,379.55487409718245
4294.06,3681.4692093684703
1339.66,1231.7758452781577
7545.57,5852.223116648499
351.9,94.65315460830648
651.84,412.0784502472501
289.93,294.37973370906536
4237.69,3875.349295994522
1288.13,1148.665620021367
931.07,299.46966816086626
7346.53,6010.682520709986
5674.46,5358.83935554788
3473.53,2753.276878796563
185.19,278.88408896321084
110.14,312.0394599038914
956.48,1128.8319451648674
1195.51,1335.1839232142856
154.16,220.72767124840732
74.72,129.52896530633743
5950.95,9764.424179992162
189.28,321.18237666444054
1555.22,2159.835418611495
481.6,374.15002441504373
1283.02,1260.9088507317201
1276.2,810.4906346412781
467.3,502.0975983333337
1110.06,1176.055507193947
3475.18,3749.0702719230776
439.57,399.51932599095164
6951.72,4852.569348718388
12.77,59.340723126035535
955.41,1131.6770304761903
236.42,85.1129639245696
2573.47,2507.9320084434585
67.76,124.11826061639248
3029.16,3114.592534505344
6682.6,6111.4624787878765
6980.25,7647.483669913706
3786.02,3766.2002280019724
341.95,325.79727395787233
6424.66,6177.414115508
641.16,640.7025995122732
6754.49,6922.579080151335
3258.81,3405.6468239075207
886.27,1076.8648171527211
323.88,312.79730117108915
1148.25,1137.434062354652
371.79,293.92421456365037
663.17,566.79928148976
388.65,292.9322274650429
3073.53,2914.170838618231
80.22,146.35781036804457
97.58,100.54137886727902
4725.73,5703.970524454915
3671.79,4201.601524474496
652.54,330.5172748134321
1295.63,868.3290696181894
1215.88,838.9485493902044
1273.46,1104.3091113304235
3634.93,4678.156945029831
13598.6,13817.777794907777
1534.8,873.2974737061794
41.61,85.28860453846049
1831.08,2182.8069577394535
120.29,118.64951404232454
174.07,149.13443760795087
7040.39,7722.659094648414
4220.46,4080.1699949705926
1110.21,746.1754639946073
6030.14,5204.853447104897
5714.24,4712.238178439821
235.01,206.17979344722033
6933.24,6571.056074003077
2234.84,2639.61441606342
872.2,1087.7386511104814
2990.63,2316.987410968761
6957.88,6800.972971010185
3827.7,4325.171623447927
2407.11,2266.5524130896565
2214.04,2437.5752146510545
269.31,102.39142163086476
496.89,425.61559140997576
706.25,767.2783861055191
3447.43,2913.8508523119035
1104.46,1128.0595639045027
8153.91,7971.824558951833
327.77,264.47528693745824
338.78,367.2825573053735
9559.34,7919.3032458773405
687.15,531.1893387267314
871.42,1195.9408405870672
3171.3,2735.5352017531245
9812.93,6841.537093475101
270.91,286.1181993217158
1272.71,1352.8097229147484
2614.0,2510.5223354557206
1017.98,941.39669221839
727.85,720.2012975810737
41.4,84.25135303991635
711.1,297.82189315729977
104.38,283.97161948761715
12.46,97.16744305018555
11.98,65.55240556869552
3523.01,2771.1850290839266
463.38,507.2442339436493
8229.75,10017.526460772606
301.59,345.41009046370846
350.51,562.8300610454363
1329.78,1509.8505117847951
4451.01,4243.876530893475
3794.99,4382.669104774401
421.52,523.3475926201622
1149.43,980.8218131680821
2101.61,2416.2239822189617
4676.98,3615.6772156766087
237.19,332.6560068266593
4555.74,3720.9599211914397
923.15,817.3809482424192
5618.68,6207.8822684550005
5472.84,5340.797251295592
460.6,320.8927451501724
551.08,627.5833616666671
51.49,87.34607855656611
111.25,278.90101052945744
792.56,856.6985705063025
3524.32,4223.950335952384
4101.52,5259.850259717952
1539.05,1685.3988512814235
1894.15,2029.31346673942
265.9,299.03457683676913
224.41,339.22281177403914
191.1,281.3504558104826
277.6,298.21535286633195
565.29,516.2727653531434
38.72,84.5101921393948
464.6,458.8592417103205
5740.14,4274.978398852579
9662.02,11400.927999999996
19.68,66.21591193896649
5215.1,6206.554095785087
274.9,418.4020275938796
26339.75,36663.60790000001
421.69,417.21719726656744
357.57,427.0875196586369
473.39,598.9625117260587
2121.31,2510.695872172225
343.76,626.1404589688007
3977.85,3655.190373637507
270.95,116.2228651696919
134.86,76.78558466713464
2964.24,2958.3837190920603
4040.77,3520.9903048412684
1851.78,1790.4019331591605
67.2,137.14755656522712
3752.01,4556.420801127856
1091.0,978.0687081955646
3314.83,4286.778415526421
3676.84,4339.079261357597
974.4,1027.014262906344
49.12,100.01750893217267
122.98,204.36789361020936
1941.52,1963.9928701325503
2127.95,2042.3756510970773
1875.19,2441.182423041474
12.03,58.66162991218851
2536.35,3035.635449865641
260.92,260.2509589200313
427.98,250.45268497514115
1068.86,959.4222093659122
64.37,62.549697545438974
521.34,648.753958116939
4939.89,6006.752537438753
1212.15,878.8623657142859
240.05,140.53605802983296
6928.66,5958.233417870406
310.52,442.0073341213341
2881.64,3014.029965836027
662.94,710.1881042592593
227.79,402.8780698655595
3063.05,3666.6000792470627
459.49,584.4771003170392
2450.28,3153.136850250207
336.6,395.3580337829309
802.37,957.3397315144192
408.91,363.4178290059335
2495.2,2567.7289263929556
4213.17,5273.109278222011
131.49,340.34315210963285
4132.93,3561.3863089207825
1582.26,1667.041009291391
2306.51,2382.6172893505814
757.31,308.17733546610924
12.19,54.19954026188371
1035.24,1184.4290650488406
2089.79,1888.892113482251
253.78,280.39501261633416
536.67,532.8428934521124
551.17,621.851606563143
356.67,306.654839216212
1917.36,1993.9437596055882
19988.37,15653.156661111105
370.97,400.3857917583444
3275.24,2009.5769789892738
253.44,426.43220644764256
1200.12,1245.6511963145267
484.74,846.0227158711839
1704.99,1356.5414657045246
3245.65,3578.2107884536294
1541.76,1872.685606767696
1881.0,1504.733434696586
224.84,331.7932067616038
223.4,206.8153666666666
371.07,408.43433007231806
5188.92,5121.159066367213
701.97,733.76600456204
1112.55,972.1928195562775
321.45,309.38390162669884
504.82,561.7879477777775
2169.06,2410.9460277196135
